,Unnamed: 0,participant,block,trial,direction,start_pos,start_pos_deg,t_start,t_end,stop_pos,stop_pos_deg,pos_pressed,pos_pressed_deg,error,error_deg,rt
42,42,P8,4,6,1,-450.0,-12.60412912808349,558.5505869830085,558.7841539820074,84.0,2.3527707705755847,-106.0,-2.9689726390596665,-190.0,-5.321743409635252,-0.3065558149974094
44,44,P8,4,1,1,-450.0,-12.60412912808349,0.0,569.8841735349997,-126.0,-3.5291561558633773,-157.0,-4.397440606909128,-31.0,-0.8682844510457515,-1.2908569330029422
46,46,P8,4,5,1,-450.0,-12.60412912808349,581.8010840360075,581.9178069780028,42.0,1.1763853852877924,-123.0,-3.4451286283428204,-165.0,-4.6215140136306125,-0.2076516480010468
47,47,P8,4,2,1,-450.0,-12.60412912808349,0.0,587.1677422020002,-84.0,-2.3527707705755847,-159.0,-4.453458958589499,-75.0,-2.1006881880139145,-0.8071293639950454
49,49,P8,4,3,1,-450.0,-12.60412912808349,0.0,598.1514395770064,-42.0,-1.1763853852877924,-149.0,-4.173367200187644,-107.0,-2.996981814899852,-0.673313736988348
53,53,P8,4,7,1,-450.0,-12.60412912808349,620.9521841259993,621.3022171000048,126.0,3.5291561558633773,-103.0,-2.8849451115391096,-229.0,-6.414101267402486,-0.5566164279880468
55,55,P8,4,4,1,-450.0,-12.60412912808349,633.0363943550037,633.0199349739996,0.0,0.0,-144.0,-4.033321320986716,-144.0,-4.033321320986716,-1.6734538710006746
56,56,P8,5,5,1,-450.0,-12.60412912808349,883.6895257860015,883.8060175210121,42.0,1.1763853852877924,-122.0,-3.417119452502635,-164.0,-4.593504837790428,-0.4418735639919759
57,57,P8,5,3,1,-450.0,-12.60412912808349,0.0,889.4231156489986,-42.0,-1.1763853852877924,-146.0,-4.089339672667088,-104.0,-2.9129542873792955,-0.5070128200022737
62,62,P8,5,1,1,-450.0,-12.60412912808349,0.0,916.9400344840104,-126.0,-3.5291561558633773,-158.0,-4.425449782749314,-32.0,-0.896293626885937,-0.3405684689932968
63,63,P8,5,7,1,-450.0,-12.60412912808349,922.5733335730038,922.9234817180112,126.0,3.5291561558633773,-118.0,-3.305082749141893,-244.0,-6.83423890500527,-0.5568102989927866
64,64,P8,5,4,1,-450.0,-12.60412912808349,928.7739406330074,928.7573250240092,0.0,0.0,-139.0,-3.893275441785789,-139.0,-3.893275441785789,-0.0899450939905364
67,67,P8,5,2,1,-450.0,-12.60412912808349,0.0,946.1083773220016,-84.0,-2.3527707705755847,-154.0,-4.313413079388572,-70.0,-1.9606423088129872,-0.0398460809956304
69,69,P8,5,6,1,-450.0,-12.60412912808349,957.057315366008,957.2907902709994,84.0,2.3527707705755847,-121.0,-3.389110276662449,-205.0,-5.741881047238034,-0.541038954994292
70,70,P8,6,2,1,-450.0,-12.60412912808349,0.0,1022.5585995029978,-84.0,-2.3527707705755847,-141.0,-3.94929379346616,-57.0,-1.5965230228905751,-0.2410411129967542
72,72,P8,6,5,1,-450.0,-12.60412912808349,1033.725937346011,1033.842624725003,42.0,1.1763853852877924,-113.0,-3.165036869940965,-155.0,-4.341422255228757,-0.4568937459989683
75,75,P8,6,6,1,-450.0,-12.60412912808349,1050.3933745930117,1050.6266754050012,84.0,2.3527707705755847,-126.0,-3.5291561558633773,-210.0,-5.881926926438962,-0.5731448419974186
77,77,P8,6,7,1,-450.0,-12.60412912808349,1062.2424719160044,1062.59264028701,126.0,3.5291561558633773,-111.0,-3.1090185182605943,-237.0,-6.638174674123971,-0.623550685995724
80,80,P8,6,1,1,-450.0,-12.60412912808349,0.0,1080.1259540650062,-126.0,-3.5291561558633773,-158.0,-4.425449782749314,-32.0,-0.896293626885937,-1.12424633000046
82,82,P8,6,3,1,-450.0,-12.60412912808349,0.0,1092.1096032880014,-42.0,-1.1763853852877924,-160.0,-4.481468134429686,-118.0,-3.305082749141893,-0.7070859689993085
83,83,P8,6,4,1,-450.0,-12.60412912808349,1098.0931265430115,1098.0764124990092,0.0,0.0,-144.0,-4.033321320986716,-144.0,-4.033321320986716,-0.4576715549919754
85,85,P8,7,4,1,-450.0,-12.60412912808349,1263.0132713190103,1262.9966328810117,0.0,0.0,-139.0,-3.893275441785789,-139.0,-3.893275441785789,-0.4564054619841045
86,86,P8,7,5,1,-450.0,-12.60412912808349,1268.746005746012,1268.862589345008,42.0,1.1763853852877924,-125.0,-3.501146980023192,-167.0,-4.677532365310984,-0.140016059987829
88,88,P8,7,6,1,-450.0,-12.60412912808349,1279.3795349450083,1279.6127172080014,84.0,2.3527707705755847,-140.0,-3.9212846176259744,-224.0,-6.27405538820156,-0.4910485949949361
89,89,P8,7,1,1,-450.0,-12.60412912808349,0.0,1285.0460537400068,-126.0,-3.5291561558633773,-151.0,-4.229385551868015,-25.0,-0.7002293960046383,-0.556891859989264
93,93,P8,7,3,1,-450.0,-12.60412912808349,0.0,1308.0131611620018,-42.0,-1.1763853852877924,-146.0,-4.089339672667088,-104.0,-2.9129542873792955,-0.4404091829928802
95,95,P8,7,2,1,-450.0,-12.60412912808349,0.0,1319.0970314919978,-84.0,-2.3527707705755847,-146.0,-4.089339672667088,-62.0,-1.736568902091503,-0.2069904020027024
96,96,P8,7,7,1,-450.0,-12.60412912808349,1324.5802467739995,1324.9299963689991,126.0,3.5291561558633773,-108.0,-3.0249909907400374,-234.0,-6.554147146603413,-0.4902925780043006
99,99,P8,8,2,1,-450.0,-12.60412912808349,0.0,1394.0648652620002,-84.0,-2.3527707705755847,-155.0,-4.341422255228757,-71.0,-1.9886514846531724,-0.1567945769929792
102,102,P8,8,1,1,-450.0,-12.60412912808349,0.0,1410.1982592240092,-126.0,-3.5291561558633773,-156.0,-4.369431431068943,-30.0,-0.840275275205566,-0.3406446759909158
105,105,P8,8,6,1,-450.0,-12.60412912808349,1427.46511232201,1427.6986941320065,84.0,2.3527707705755847,-131.0,-3.6692020350643046,-215.0,-6.021972805639889,-0.5735660279897274
106,106,P8,8,3,1,-450.0,-12.60412912808349,0.0,1433.4318985560094,-42.0,-1.1763853852877924,-159.0,-4.453458958589499,-117.0,-3.2770735733017067,-1.0741465689934555
107,107,P8,8,4,1,-450.0,-12.60412912808349,1439.798596403998,1439.782062436003,0.0,0.0,-140.0,-3.9212846176259744,-140.0,-3.9212846176259744,-0.3735346539906459
109,109,P8,8,7,1,-450.0,-12.60412912808349,1450.7159867890005,1451.066132298001,126.0,3.5291561558633773,-112.0,-3.13702769410078,-238.0,-6.666183849964157,-1.156705675995909
110,110,P8,8,5,1,-450.0,-12.60412912808349,1457.5164417790074,1457.6331274620024,42.0,1.1763853852877924,-132.0,-3.6972112109044906,-174.0,-4.873596596192282,-0.2234071860002586
115,115,P8,9,6,1,-450.0,-12.60412912808349,1521.3834115000063,1521.6165358069993,84.0,2.3527707705755847,-128.0,-3.585174507543748,-212.0,-5.937945278119333,-0.1744615450006676
116,116,P8,9,7,1,-450.0,-12.60412912808349,1527.0668079239986,1527.4168777390005,126.0,3.5291561558633773,-131.0,-3.6692020350643046,-257.0,-7.198358190927681,-0.1737425820028875
117,117,P8,9,2,1,-450.0,-12.60412912808349,0.0,1532.633621540008,-84.0,-2.3527707705755847,-152.0,-4.2573947277082,-68.0,-1.904623957132616,-0.3744868259964278
118,118,P8,9,1,1,-450.0,-12.60412912808349,0.0,1537.9503481900028,-126.0,-3.5291561558633773,-158.0,-4.425449782749314,-32.0,-0.896293626885937,-0.6073665470030392
119,119,P8,9,4,1,-450.0,-12.60412912808349,1543.8504243979987,1543.8336660320056,0.0,0.0,-136.0,-3.809247914265233,-136.0,-3.809247914265233,-1.373615755001083
122,122,P8,9,3,1,-450.0,-12.60412912808349,0.0,1562.1347233880078,-42.0,-1.1763853852877924,-147.0,-4.117348848507273,-105.0,-2.940963463219481,-0.8397331389860483
125,125,P8,9,5,1,-450.0,-12.60412912808349,1579.6017609310074,1579.7174532650097,42.0,1.1763853852877924,-124.0,-3.473137804183006,-166.0,-4.649523189470799,-0.1902444919833215
127,127,P8,10,4,1,-450.0,-12.60412912808349,1905.7226859090008,1905.706307754008,0.0,0.0,-132.0,-3.6972112109044906,-132.0,-3.6972112109044906,-0.4908788159955293
128,128,P8,10,2,1,-450.0,-12.60412912808349,0.0,1911.2561842100115,-84.0,-2.3527707705755847,-151.0,-4.229385551868015,-67.0,-1.8766147812924308,-0.4738966699951561
129,129,P8,10,6,1,-450.0,-12.60412912808349,1917.022988616009,1917.2561789510075,84.0,2.3527707705755847,-127.0,-3.5571653317035623,-211.0,-5.909936102279147,-0.6737270669982536
132,132,P8,10,7,1,-450.0,-12.60412912808349,1935.140136858012,1935.4899240689992,126.0,3.5291561558633773,-128.0,-3.585174507543748,-254.0,-7.114330663407125,-0.4573851939931046
135,135,P8,10,5,1,-450.0,-12.60412912808349,1953.1067282200088,1953.223595825999,42.0,1.1763853852877924,-147.0,-4.117348848507273,-189.0,-5.293734233795065,-0.7067006379947998
136,136,P8,10,3,1,-450.0,-12.60412912808349,0.0,1959.0903959510035,-42.0,-1.1763853852877924,-152.0,-4.2573947277082,-110.0,-3.0810093424204084,-0.5568085049890215
137,137,P8,10,1,1,-450.0,-12.60412912808349,0.0,1964.5904750560003,-126.0,-3.5291561558633773,-159.0,-4.453458958589499,-33.0,-0.9243028027261226,-0.2071533720009029
140,140,P8,11,1,1,-450.0,-12.60412912808349,0.0,2034.124641885006,-126.0,-3.5291561558633773,-156.0,-4.369431431068943,-30.0,-0.840275275205566,-0.7074142029887298
142,142,P8,11,4,1,-450.0,-12.60412912808349,2046.1417108809983,2046.1251400129984,0.0,0.0,-143.0,-4.005312145146531,-143.0,-4.005312145146531,-0.990927389007993
143,143,P8,11,6,1,-450.0,-12.60412912808349,2052.3917859760118,2052.6252786370023,84.0,2.3527707705755847,-109.0,-3.053000166580223,-193.0,-5.405770937155808,-0.4237932239921065
146,146,P8,11,5,1,-450.0,-12.60412912808349,2069.925480249003,2070.042345007998,42.0,1.1763853852877924,-135.0,-3.781238738425047,-177.0,-4.957624123712839,-0.0068119000061415
147,147,P8,11,2,1,-450.0,-12.60412912808349,0.0,2075.1088885510108,-84.0,-2.3527707705755847,-151.0,-4.229385551868015,-67.0,-1.8766147812924308,-0.4569499769859249
149,149,P8,11,7,1,-450.0,-12.60412912808349,2086.6595889800083,2087.0096186180017,126.0,3.5291561558633773,-104.0,-2.9129542873792955,-230.0,-6.442110443242672,-1.106745985991438
152,152,P8,11,3,1,-450.0,-12.60412912808349,0.0,2105.309526073004,-42.0,-1.1763853852877924,-145.0,-4.061330496826902,-103.0,-2.8849451115391096,-0.6901115359942196
154,154,P8,12,4,1,-450.0,-12.60412912808349,2178.427077041008,2178.410422656001,0.0,0.0,-122.0,-3.417119452502635,-122.0,-3.417119452502635,-0.7571650210011285
155,155,P8,12,7,1,-450.0,-12.60412912808349,2184.461109198004,2184.811097919999,126.0,3.5291561558633773,-128.0,-3.585174507543748,-254.0,-7.114330663407125,-0.3068787350057391
157,157,P8,12,2,1,-450.0,-12.60412912808349,0.0,2195.445127908009,-84.0,-2.3527707705755847,-153.0,-4.285403903548386,-69.0,-1.9326331329728017,-0.3561998139921343
158,158,P8,12,1,1,-450.0,-12.60412912808349,0.0,2200.745065174008,-126.0,-3.5291561558633773,-156.0,-4.369431431068943,-30.0,-0.840275275205566,-0.5569068809854798
159,159,P8,12,3,1,-450.0,-12.60412912808349,0.0,2206.477397131006,-42.0,-1.1763853852877924,-145.0,-4.061330496826902,-103.0,-2.8849451115391096,-0.4906471849972149
160,160,P8,12,6,1,-450.0,-12.60412912808349,2212.2610771100008,2212.494460198999,84.0,2.3527707705755847,-131.0,-3.6692020350643046,-215.0,-6.021972805639889,-0.5399275410018163
164,164,P8,12,5,1,-450.0,-12.60412912808349,2235.244571733012,2235.361403620001,42.0,1.1763853852877924,-134.0,-3.7532295625848615,-176.0,-4.929614947872653,-0.5402456739975605
0,0,P9,1,6,1,-450.0,-12.60412912808349,61.50132584999665,61.73491811500571,84.0,2.3527707705755847,1.0,0.0280091758401855,-83.0,-2.3247615947353992,-0.8473947099992074
1,1,P9,1,3,1,-450.0,-12.60412912808349,0.0,67.80148651399941,-42.0,-1.1763853852877924,-75.0,-2.1006881880139145,-33.0,-0.9243028027261226,-0.5980726050038356
2,2,P9,1,1,1,-450.0,-12.60412912808349,0.0,73.38450492500851,-126.0,-3.5291561558633773,-155.0,-4.341422255228757,-29.0,-0.8122660993653803,-1.0961714000004577
5,5,P9,1,5,1,-450.0,-12.60412912808349,91.9176431310043,92.03446884600272,42.0,1.1763853852877924,-45.0,-1.2604129128083488,-87.0,-2.436798298096141,-0.8810405969998101
9,9,P9,1,2,1,-450.0,-12.60412912808349,0.0,116.53478546699624,-84.0,-2.3527707705755847,-121.0,-3.389110276662449,-37.0,-1.0363395060868643,-0.7461472950089956
10,10,P9,1,4,1,-450.0,-12.60412912808349,122.60108970500004,122.58505454800616,0.0,0.0,-68.0,-1.904623957132616,-68.0,-1.904623957132616,-0.3631250239996006
12,12,P9,1,7,1,-450.0,-12.60412912808349,133.60180100800062,133.9513354619994,126.0,3.5291561558633773,39.0,1.0923578577672357,-87.0,-2.436798298096141,-0.5295291890070075
14,14,P9,2,4,1,-450.0,-12.60412912808349,181.7852839410043,181.76858752200496,0.0,0.0,-75.0,-2.1006881880139145,-75.0,-2.1006881880139145,-0.445950424997136
16,16,P9,2,6,1,-450.0,-12.60412912808349,193.18505183600064,193.41842613799963,84.0,2.3527707705755847,-37.0,-1.0363395060868643,-121.0,-3.389110276662449,-0.2465850450098514
17,17,P9,2,2,1,-450.0,-12.60412912808349,0.0,198.75257810400217,-84.0,-2.3527707705755847,-125.0,-3.501146980023192,-41.0,-1.1483762094476069,-0.1629667230008635
18,18,P9,2,5,1,-450.0,-12.60412912808349,204.23514636300388,204.3520051950036,42.0,1.1763853852877924,-48.0,-1.3444404403289056,-90.0,-2.520825825616697,-0.1136109509970992
21,21,P9,2,3,1,-450.0,-12.60412912808349,0.0,220.78485554800136,-42.0,-1.1763853852877924,-76.0,-2.1286973638541,-34.0,-0.952311978566308,-0.4630304320016876
22,22,P9,2,7,1,-450.0,-12.60412912808349,226.58475311299844,226.93516958900727,126.0,3.5291561558633773,32.0,0.896293626885937,-94.0,-2.63286252897744,-0.3460653509973781
24,24,P9,2,1,1,-450.0,-12.60412912808349,0.0,237.70114468999964,-126.0,-3.5291561558633773,-125.0,-3.501146980023192,1.0,0.0280091758401855,-0.4301513120008167
30,30,P9,3,4,1,-450.0,-12.60412912808349,299.58554412399826,299.5687029460096,0.0,0.0,-51.0,-1.4284679678494618,-51.0,-1.4284679678494618,-0.3969908509898232
31,31,P9,3,6,1,-450.0,-12.60412912808349,305.2847213799978,305.5179786680092,84.0,2.3527707705755847,-21.0,-0.5881926926438962,-105.0,-2.940963463219481,-0.4967056159948697
33,33,P9,3,5,1,-450.0,-12.60412912808349,316.7514705659996,316.8676159660099,42.0,1.1763853852877924,-39.0,-1.0923578577672357,-81.0,-2.2687432430550283,-0.2973733179969713
36,36,P9,3,2,1,-450.0,-12.60412912808349,0.0,333.56856991699897,-84.0,-2.3527707705755847,-124.0,-3.473137804183006,-40.0,-1.1203670336074214,-1.1300167910085293
37,37,P9,3,3,1,-450.0,-12.60412912808349,0.0,339.9176892700052,-42.0,-1.1763853852877924,-95.0,-2.660871704817626,-53.0,-1.4844863195298332,-0.4973285970045253
39,39,P9,3,1,1,-450.0,-12.60412912808349,0.0,351.1844922849996,-126.0,-3.5291561558633773,-151.0,-4.229385551868015,-25.0,-0.7002293960046383,-0.9469555640098406
40,40,P9,3,7,1,-450.0,-12.60412912808349,357.4677365240059,357.81774175699684,126.0,3.5291561558633773,-7.0,-0.1960642308812987,-133.0,-3.725220386744676,-0.1974275480170035
43,43,P9,4,5,1,-450.0,-12.60412912808349,397.4186136299977,397.5350739950081,42.0,1.1763853852877924,-57.0,-1.5965230228905751,-99.0,-2.772908408178368,-0.3809729159984272
44,44,P9,4,3,1,-450.0,-12.60412912808349,0.0,403.1348429140053,-42.0,-1.1763853852877924,-96.0,-2.6888808806578117,-54.0,-1.5124954953700187,-0.1135197620023973
46,46,P9,4,1,1,-450.0,-12.60412912808349,0.0,413.7016327769961,-126.0,-3.5291561558633773,-151.0,-4.229385551868015,-25.0,-0.7002293960046383,-0.3968374600081006
47,47,P9,4,6,1,-450.0,-12.60412912808349,419.4177425170056,419.6516279479984,84.0,2.3527707705755847,-52.0,-1.4564771436896478,-136.0,-3.809247914265233,-0.1301685380021808
49,49,P9,4,7,1,-450.0,-12.60412912808349,430.35123299200495,430.7009221229964,126.0,3.5291561558633773,-11.0,-0.3081009342420408,-137.0,-3.8372570901054175,-0.0475458480068482
52,52,P9,4,2,1,-450.0,-12.60412912808349,0.0,447.6004585540068,-84.0,-2.3527707705755847,-142.0,-3.977302969306345,-58.0,-1.6245321987307606,-0.3813048839947441
53,53,P9,4,4,1,-450.0,-12.60412912808349,453.31794799400086,453.3007736260042,0.0,0.0,-80.0,-2.240734067214843,-80.0,-2.240734067214843,-0.8141026800003601
56,56,P9,5,2,1,-450.0,-12.60412912808349,0.0,513.1007892960042,-84.0,-2.3527707705755847,-136.0,-3.809247914265233,-52.0,-1.4564771436896478,-0.6809046020061942
57,57,P9,5,4,1,-450.0,-12.60412912808349,519.1018467039976,519.0847487819992,0.0,0.0,-95.0,-2.660871704817626,-95.0,-2.660871704817626,-0.1961469380039489
58,58,P9,5,7,1,-450.0,-12.60412912808349,524.6007393339969,524.951393602998,126.0,3.5291561558633773,-27.0,-0.7562477476850094,-153.0,-4.285403903548386,-0.6634447490068851
59,59,P9,5,5,1,-450.0,-12.60412912808349,530.9350200519984,531.0515788680059,42.0,1.1763853852877924,-74.0,-2.072679012173729,-116.0,-3.249064397461521,-0.1795170260011218
60,60,P9,5,1,1,-450.0,-12.60412912808349,0.0,536.218496321002,-126.0,-3.5291561558633773,-152.0,-4.2573947277082,-26.0,-0.7282385718448239,-0.579338348004967
66,66,P9,5,6,1,-450.0,-12.60412912808349,572.7017369560053,572.9350756680069,84.0,2.3527707705755847,-71.0,-1.9886514846531724,-155.0,-4.341422255228757,-0.7970972220064141
68,68,P9,5,3,1,-450.0,-12.60412912808349,0.0,584.5188801500044,-42.0,-1.1763853852877924,-114.0,-3.1930460457811503,-72.0,-2.016660660493358,-0.2467913820000831
72,72,P9,6,6,1,-450.0,-12.60412912808349,637.2510215780057,637.4842731450044,84.0,2.3527707705755847,-78.0,-2.1847157155344714,-162.0,-4.537486486110057,-0.4640868679998675
73,73,P9,6,3,1,-450.0,-12.60412912808349,0.0,643.1676987969986,-42.0,-1.1763853852877924,-128.0,-3.585174507543748,-86.0,-2.408789122255956,-0.4471425020019524
77,77,P9,6,5,1,-450.0,-12.60412912808349,666.5014998389961,666.6185297180054,42.0,1.1763853852877924,-89.0,-2.492816649776512,-131.0,-3.6692020350643046,-0.297542340005748
80,80,P9,6,1,1,-450.0,-12.60412912808349,0.0,683.5186298390036,-126.0,-3.5291561558633773,-148.0,-4.145358024347458,-22.0,-0.6162018684840816,-1.0291975680011092
81,81,P9,6,4,1,-450.0,-12.60412912808349,689.8850618870056,689.8679736040067,0.0,0.0,-91.0,-2.5488350014568835,-91.0,-2.5488350014568835,-0.1638531369972042
82,82,P9,6,7,1,-450.0,-12.60412912808349,695.3686070590047,695.7182990330039,126.0,3.5291561558633773,-31.0,-0.8682844510457515,-157.0,-4.397440606909128,-0.7462819939973997
83,83,P9,6,2,1,-450.0,-12.60412912808349,0.0,701.551915598,-84.0,-2.3527707705755847,-139.0,-3.893275441785789,-55.0,-1.5405046712102042,-0.9964651180052896
86,86,P9,7,5,1,-450.0,-12.60412912808349,754.3520685210096,754.467510980001,42.0,1.1763853852877924,-97.0,-2.7168900564979968,-139.0,-3.893275441785789,-0.2469154110003728
87,87,P9,7,6,1,-450.0,-12.60412912808349,760.0511846470035,760.2846508430084,84.0,2.3527707705755847,-54.0,-1.5124954953700187,-138.0,-3.8652662659456034,0.0703827510005794
88,88,P9,7,1,1,-450.0,-12.60412912808349,0.0,765.2020191010088,-126.0,-3.5291561558633773,-157.0,-4.397440606909128,-31.0,-0.8682844510457515,-0.4297338879987364
90,90,P9,7,4,1,-450.0,-12.60412912808349,776.9011191610043,776.8855347350036,0.0,0.0,-94.0,-2.63286252897744,-94.0,-2.63286252897744,-0.2956358740048017
91,91,P9,7,3,1,-450.0,-12.60412912808349,0.0,782.4016098450084,-42.0,-1.1763853852877924,-124.0,-3.473137804183006,-82.0,-2.2967524188952138,-0.5300883290037746
95,95,P9,7,7,1,-450.0,-12.60412912808349,806.25184123301,806.6017567560048,126.0,3.5291561558633773,-60.0,-1.680550550411132,-186.0,-5.209706706274509,-0.7625995690032141
97,97,P9,7,2,1,-450.0,-12.60412912808349,0.0,818.0181944790093,-84.0,-2.3527707705755847,-134.0,-3.7532295625848615,-50.0,-1.4004587920092766,-0.3300390009972034
100,100,P9,8,7,1,-450.0,-12.60412912808349,864.5184499980096,864.8688940540014,126.0,3.5291561558633773,-68.0,-1.904623957132616,-194.0,-5.4337801129959935,-0.6795420170092257
101,101,P9,8,3,1,-450.0,-12.60412912808349,0.0,870.7681004519982,-42.0,-1.1763853852877924,-124.0,-3.473137804183006,-82.0,-2.2967524188952138,-0.2629331560019636
102,102,P9,8,4,1,-450.0,-12.60412912808349,876.3682676199969,876.3514038910071,0.0,0.0,-95.0,-2.660871704817626,-95.0,-2.660871704817626,-0.7968103279999923
104,104,P9,8,1,1,-450.0,-12.60412912808349,0.0,887.5345509460021,-126.0,-3.5291561558633773,-151.0,-4.229385551868015,-25.0,-0.7002293960046383,-0.5631561980117112
105,105,P9,8,2,1,-450.0,-12.60412912808349,0.0,893.2012462800049,-84.0,-2.3527707705755847,-132.0,-3.6972112109044906,-48.0,-1.3444404403289056,-0.7467669659963576
107,107,P9,8,5,1,-450.0,-12.60412912808349,905.2516845380014,905.3685019530094,42.0,1.1763853852877924,-87.0,-2.436798298096141,-129.0,-3.613183683383933,-0.9128558800002792
110,110,P9,8,6,1,-450.0,-12.60412912808349,923.4516862140008,923.6848956220056,84.0,2.3527707705755847,-83.0,-2.3247615947353992,-167.0,-4.677532365310984,-0.34694966400275
112,112,P9,9,3,1,-450.0,-12.60412912808349,0.0,976.4022318970092,-42.0,-1.1763853852877924,-121.0,-3.389110276662449,-79.0,-2.212724891374657,-0.5961952670040773
114,114,P9,9,5,1,-450.0,-12.60412912808349,988.0186780530056,988.1354249230062,42.0,1.1763853852877924,-106.0,-2.9689726390596665,-148.0,-4.145358024347458,-0.5797900390025461
117,117,P9,9,2,1,-450.0,-12.60412912808349,0.0,1005.2518270360016,-84.0,-2.3527707705755847,-139.0,-3.893275441785789,-55.0,-1.5405046712102042,-0.8799252309981966
118,118,P9,9,4,1,-450.0,-12.60412912808349,1011.4690210260014,1011.4526150050078,0.0,0.0,-117.0,-3.2770735733017067,-117.0,-3.2770735733017067,-0.7624346969969338
122,122,P9,9,1,1,-450.0,-12.60412912808349,0.0,1033.6848230690084,-126.0,-3.5291561558633773,-154.0,-4.313413079388572,-28.0,-0.7842569235251949,-0.4471690780046629
123,123,P9,9,7,1,-450.0,-12.60412912808349,1039.468711620997,1039.8183185500093,126.0,3.5291561558633773,-90.0,-2.520825825616697,-216.0,-6.049981981480075,-1.2465588560007743
124,124,P9,9,6,1,-450.0,-12.60412912808349,1046.3854940120073,1046.6192680189995,84.0,2.3527707705755847,-103.0,-2.8849451115391096,-187.0,-5.237715882114694,-0.0958390460000373
126,126,P9,10,3,1,-450.0,-12.60412912808349,0.0,1104.2353530450057,-42.0,-1.1763853852877924,-114.0,-3.1930460457811503,-72.0,-2.016660660493358,-0.62932852000813
127,127,P9,10,1,1,-450.0,-12.60412912808349,0.0,1109.8516963989969,-126.0,-3.5291561558633773,-151.0,-4.229385551868015,-25.0,-0.7002293960046383,-0.8628225510037737
128,128,P9,10,6,1,-450.0,-12.60412912808349,1116.0519115589996,1116.2841892419965,84.0,2.3527707705755847,-75.0,-2.1006881880139145,-159.0,-4.453458958589499,-0.4481248890078859
130,130,P9,10,5,1,-450.0,-12.60412912808349,1127.3676735100016,1127.4841331790085,42.0,1.1763853852877924,-103.0,-2.8849451115391096,-145.0,-4.061330496826902,-0.9466615199926308
134,134,P9,10,4,1,-450.0,-12.60412912808349,1150.8362741559977,1150.8195579070016,0.0,0.0,-108.0,-3.0249909907400374,-108.0,-3.0249909907400374,-0.4963562830089358
138,138,P9,10,7,1,-450.0,-12.60412912808349,1173.6018133489997,1173.9514077729982,126.0,3.5291561558633773,-58.0,-1.6245321987307606,-184.0,-5.153688354594138,-0.513365242004511
139,139,P9,10,2,1,-450.0,-12.60412912808349,0.0,1179.5680098360026,-84.0,-2.3527707705755847,-129.0,-3.613183683383933,-45.0,-1.2604129128083488,-0.6635989320056979
140,140,P9,11,7,1,-450.0,-12.60412912808349,1219.567635122003,1219.9184883080015,126.0,3.5291561558633773,-56.0,-1.56851384705039,-182.0,-5.097670002913767,-0.3294185100094182
141,141,P9,11,4,1,-450.0,-12.60412912808349,1225.5684770780065,1225.5516297430004,0.0,0.0,-103.0,-2.8849451115391096,-103.0,-2.8849451115391096,-0.2131878250074805
143,143,P9,11,1,1,-450.0,-12.60412912808349,0.0,1236.6347155219992,-126.0,-3.5291561558633773,-155.0,-4.341422255228757,-29.0,-0.8122660993653803,-0.6296986710076453
145,145,P9,11,3,1,-450.0,-12.60412912808349,0.0,1248.0020114619983,-42.0,-1.1763853852877924,-123.0,-3.4451286283428204,-81.0,-2.2687432430550283,-0.8297827320056967
147,147,P9,11,6,1,-450.0,-12.60412912808349,1260.1507973550033,1260.384783556001,84.0,2.3527707705755847,-54.0,-1.5124954953700187,-138.0,-3.8652662659456034,-0.2459080440021352
150,150,P9,11,5,1,-450.0,-12.60412912808349,1276.9345104960084,1277.0508584820054,42.0,1.1763853852877924,-108.0,-3.0249909907400374,-150.0,-4.201376376027829,-0.6467725370021071
151,151,P9,11,2,1,-450.0,-12.60412912808349,0.0,1282.80147412901,-84.0,-2.3527707705755847,-141.0,-3.94929379346616,-57.0,-1.5965230228905751,-0.1297702779993415
155,155,P9,12,3,1,-450.0,-12.60412912808349,0.0,1338.6351761780095,-42.0,-1.1763853852877924,-103.0,-2.8849451115391096,-61.0,-1.7085597262513177,-1.163494462001836
156,156,P9,12,7,1,-450.0,-12.60412912808349,1345.1191802039975,1345.4695403040096,126.0,3.5291561558633773,-39.0,-1.0923578577672357,-165.0,-4.6215140136306125,-0.4466433749912539
157,157,P9,12,5,1,-450.0,-12.60412912808349,1351.2511572250078,1351.3694337630004,42.0,1.1763853852877924,-101.0,-2.828926759858738,-143.0,-4.005312145146531,-0.461380710999947
159,159,P9,12,6,1,-450.0,-12.60412912808349,1362.617960365009,1362.8517134279973,84.0,2.3527707705755847,-68.0,-1.904623957132616,-152.0,-4.2573947277082,-0.2295954920118674
160,160,P9,12,1,1,-450.0,-12.60412912808349,0.0,1368.0681794039992,-126.0,-3.5291561558633773,-149.0,-4.173367200187644,-23.0,-0.6442110443242672,-0.6631460700009484
162,162,P9,12,4,1,-450.0,-12.60412912808349,1379.801671825,1379.784713451998,0.0,0.0,-126.0,-3.5291561558633773,-126.0,-3.5291561558633773,-0.5131303400121396
165,165,P9,12,2,1,-450.0,-12.60412912808349,0.0,1395.718584622009,-84.0,-2.3527707705755847,-139.0,-3.893275441785789,-55.0,-1.5405046712102042,-0.3469340979936532
0,0,P11,1,6,1,-450.0,-12.60412912808349,125.1185882790014,125.3521160230157,84.0,2.3527707705755847,51.0,1.4284679678494618,-33.0,-0.9243028027261226,-1.5711482399783565
