,Unnamed: 0,participant,block,trial,direction,start_pos,start_pos_deg,t_start,t_end,stop_pos,stop_pos_deg,pos_pressed,pos_pressed_deg,error,error_deg,rt
32,32,P4,3,3,2,450.0,12.60412912808349,318.48590939199494,318.6022548089968,42.0,-1.1763853852877924,56.0,1.56851384705039,-98.0,-2.7448992323381822,0.0144156019960064
34,34,P4,3,7,2,450.0,12.60412912808349,0.0,329.45213538999815,-126.0,3.5291561558633773,140.0,3.9212846176259744,-14.0,-0.3921284617625974,-0.5358804179995786
36,36,P4,3,1,2,450.0,12.60412912808349,340.4527071900011,340.8025554720007,126.0,-3.5291561558633773,-59.0,-1.6525413745709463,-67.0,-1.8766147812924308,-1.5688860279988148
37,37,P4,3,2,2,450.0,12.60412912808349,347.7028108809973,347.9358157999959,84.0,-2.3527707705755847,20.0,0.5601835168037107,-104.0,-2.9129542873792955,-0.0190046580028138
38,38,P4,3,4,2,450.0,12.60412912808349,353.2858554599952,353.26941526599694,-0.0,0.0,103.0,2.8849451115391096,-103.0,-2.8849451115391096,-0.2194119460036745
42,42,P4,4,7,2,450.0,12.60412912808349,0.0,404.519927729998,-126.0,3.5291561558633773,126.0,3.5291561558633773,0.0,0.0,-0.1689307560009183
43,43,P4,4,5,2,450.0,12.60412912808349,0.0,409.88653265299945,-42.0,1.1763853852877924,83.0,2.3247615947353992,-41.0,-1.1483762094476069,-0.0356618410005467
44,44,P4,4,3,2,450.0,12.60412912808349,415.236338404,415.3533900010007,42.0,-1.1763853852877924,82.0,2.2967524188952138,-124.0,-3.473137804183006,0.0146050740004284
46,46,P4,4,6,2,450.0,12.60412912808349,0.0,426.0192640530004,-84.0,2.3527707705755847,126.0,3.5291561558633773,-42.0,-1.1763853852877924,0.2635393050004495
50,50,P4,4,2,2,450.0,12.60412912808349,447.7197995579991,447.9531086409988,84.0,-2.3527707705755847,37.0,1.0363395060868643,-121.0,-3.389110276662449,0.0145126349962083
51,51,P4,4,4,2,450.0,12.60412912808349,453.2704097009992,453.2522705499941,-0.0,0.0,91.0,2.5488350014568835,-91.0,-2.5488350014568835,0.0462372689944459
52,52,P4,4,1,2,450.0,12.60412912808349,458.5359781320003,458.8866647399991,126.0,-3.5291561558633773,-27.0,-0.7562477476850094,-99.0,-2.772908408178368,-0.0190302429982693
56,56,P4,5,4,2,450.0,12.60412912808349,533.8677707339957,533.8519256889995,-0.0,0.0,53.0,1.4844863195298332,-53.0,-1.4844863195298332,-0.1520893260021694
57,57,P4,5,7,2,450.0,12.60412912808349,0.0,538.9850291569965,-126.0,3.5291561558633773,127.0,3.5571653317035623,-1.0,-0.0280091758401855,0.0301590239978395
58,58,P4,5,5,2,450.0,12.60412912808349,0.0,544.1690575159955,-42.0,1.1763853852877924,128.0,3.585174507543748,-86.0,-2.408789122255956,0.1477792219957336
60,60,P4,5,3,2,450.0,12.60412912808349,554.9019252209982,555.0189152649982,42.0,-1.1763853852877924,86.0,2.408789122255956,-128.0,-3.585174507543748,0.1645670470024924
62,62,P4,5,2,2,450.0,12.60412912808349,565.8036725069978,566.0363876839983,84.0,-2.3527707705755847,73.0,2.044669836333544,-157.0,-4.397440606909128,0.0144289539966848
64,64,P4,5,6,2,450.0,12.60412912808349,0.0,576.135120081999,-84.0,2.3527707705755847,116.0,3.249064397461521,-32.0,-0.896293626885937,0.0636116980022052
65,65,P4,5,1,2,450.0,12.60412912808349,581.4022134400002,581.7521895409955,126.0,-3.5291561558633773,-26.0,-0.7282385718448239,-100.0,-2.800917584018553,-0.2026407860030303
71,71,P4,6,7,2,450.0,12.60412912808349,0.0,669.7186319809989,-126.0,3.5291561558633773,129.0,3.613183683383933,-3.0,-0.0840275275205566,0.0641407939983764
72,72,P4,6,3,2,450.0,12.60412912808349,674.9852880519975,675.1016409820004,42.0,-1.1763853852877924,53.0,1.4844863195298332,-95.0,-2.660871704817626,-0.0204213510005502
73,73,P4,6,5,2,450.0,12.60412912808349,0.0,680.3354424059944,-42.0,1.1763853852877924,105.0,2.940963463219481,-63.0,-1.7645780779316886,-0.2362378420075401
75,75,P4,6,4,2,450.0,12.60412912808349,691.2353631500009,691.2190443769941,-0.0,0.0,79.0,2.212724891374657,-79.0,-2.212724891374657,-0.0354591470022569
77,77,P4,6,6,2,450.0,12.60412912808349,0.0,701.4353350479942,-84.0,2.3527707705755847,128.0,3.585174507543748,-44.0,-1.2324037369681633,-0.0362504410077235
79,79,P4,6,2,2,450.0,12.60412912808349,712.1690571199942,712.4021588100004,84.0,-2.3527707705755847,61.0,1.7085597262513177,-145.0,-4.061330496826902,-0.0196035089975339
81,81,P4,6,1,2,450.0,12.60412912808349,722.9026792449949,723.252306978,126.0,-3.5291561558633773,54.0,1.5124954953700187,-180.0,-5.041651651233395,-0.0524267430009786
84,84,P4,7,4,2,450.0,12.60412912808349,768.9694216179996,768.952311381996,-0.0,0.0,63.0,1.7645780779316886,-63.0,-1.7645780779316886,0.0466720359981991
85,85,P4,7,7,2,450.0,12.60412912808349,0.0,773.9025576489948,-126.0,3.5291561558633773,150.0,4.201376376027829,-24.0,-0.6722202201644528,0.0144468419966869
86,86,P4,7,2,2,450.0,12.60412912808349,779.2190392909979,779.4526308239947,84.0,-2.3527707705755847,35.0,0.9803211544064936,-119.0,-3.3330919249820785,-0.0520652990016969
