,participant,block,trial,direction,start_pos,start_pos_deg,t_start,t_end,stop_pos,stop_pos_deg,pos_pressed,pos_pressed_deg,error,error_deg,rt
0,P5,1,6,2,450.0,12.60412912808349,0.0,6009.868458976998,84.0,2.3527707705755847,87.0,2.436798298096141,-3.0,-0.0840275275205566,-1.0032643529993948
1,P5,1,6,1,-450.0,-12.60412912808349,6016.202485520997,6016.435716002001,84.0,2.3527707705755847,1.0,0.02800917584018553,-83.0,-2.3247615947353992,-0.7024564140010625
2,P5,1,2,2,450.0,12.60412912808349,6022.469020876997,6022.701877536994,-84.0,-2.3527707705755847,37.0,1.0363395060868645,-121.0,-3.3891102766624495,-0.46947484600241296
3,P5,1,5,2,450.0,12.60412912808349,0.0,6028.369114383997,42.0,1.1763853852877924,93.0,2.6048533531372544,-51.0,-1.4284679678494618,-0.2519349450012669
4,P5,1,3,1,-450.0,-12.60412912808349,0.0,6033.818162800999,-42.0,-1.1763853852877924,-94.0,-2.63286252897744,-52.0,-1.4564771436896478,-0.2202462720015319
5,P5,1,5,1,-450.0,-12.60412912808349,6039.351983804001,6039.4686913459955,42.0,1.1763853852877924,-40.0,-1.1203670336074214,-82.0,-2.2967524188952138,-0.9196931520054932
6,P5,1,3,2,450.0,12.60412912808349,6045.701842333998,6045.818790101999,-42.0,-1.1763853852877924,87.0,2.436798298096141,-129.0,-3.613183683383933,-0.11926276500162203
7,P5,1,2,1,-450.0,-12.60412912808349,0.0,6051.0181015630005,-84.0,-2.3527707705755847,-149.0,-4.173367200187644,-65.0,-1.8205964296120594,-0.436689114998444
8,P5,1,4,1,-450.0,-12.60412912808349,6056.768952091996,6056.752048639995,0.0,0.0,-114.0,-3.1930460457811503,-114.0,-3.1930460457811503,-0.8033303770062048
9,P5,1,1,1,-450.0,-12.60412912808349,0.0,6062.518680832996,-126.0,-3.5291561558633773,-148.0,-4.145358024347458,-22.0,-0.6162018684840816,-0.6364006600051653
10,P5,1,7,1,-450.0,-12.60412912808349,6068.485606438997,6068.835232433994,126.0,3.5291561558633773,-53.0,-1.4844863195298332,-179.0,-5.01364247539321,-0.7863134760045796
11,P5,1,7,2,450.0,12.60412912808349,0.0,6074.601536363996,126.0,3.5291561558633773,121.0,3.3891102766624495,5.0,0.14004587920092768,-0.6701351840019925
12,P5,1,4,2,450.0,12.60412912808349,6080.602390870998,6080.58567298,0.0,0.0,74.0,2.072679012173729,-74.0,-2.072679012173729,0.013972972999908961
13,P5,1,1,2,450.0,12.60412912808349,6085.902756222997,6086.252989397995,-126.0,-3.5291561558633773,1.0,0.02800917584018553,-127.0,-3.5571653317035623,-0.3689977030007867
14,P5,2,4,1,-450.0,-12.60412912808349,6118.934995724994,6118.919060401997,0.0,0.0,-76.0,-2.1286973638541,-76.0,-2.1286973638541,-0.11953297800209839
15,P5,2,1,1,-450.0,-12.60412912808349,0.0,6124.018174601995,-126.0,-3.5291561558633773,-154.0,-4.313413079388572,-28.0,-0.7842569235251949,-0.2203854390027118
16,P5,2,5,2,450.0,12.60412912808349,0.0,6129.451878296,42.0,1.1763853852877924,96.0,2.6888808806578113,-54.0,-1.5124954953700187,-0.4869733460000134
17,P5,2,3,1,-450.0,-12.60412912808349,0.0,6135.152078911,-42.0,-1.1763853852877924,-103.0,-2.8849451115391096,-61.0,-1.7085597262513175,-1.8697218009983771
18,P5,2,2,1,-450.0,-12.60412912808349,0.0,6142.101711325995,-84.0,-2.3527707705755847,-127.0,-3.5571653317035623,-43.0,-1.2043945611279778,-0.28721331300766906
19,P5,2,6,1,-450.0,-12.60412912808349,6147.701897979001,6147.935908460997,84.0,2.3527707705755847,-66.0,-1.8486056054522453,-150.0,-4.201376376027829,-0.018572032000520267
20,P5,2,1,2,450.0,12.60412912808349,6153.269080687998,6153.618180785001,-126.0,-3.5291561558633773,1.0,0.02800917584018553,-127.0,-3.5571653317035623,0.02993559400056256
21,P5,2,2,2,450.0,12.60412912808349,6158.901858811994,6159.135518866999,-84.0,-2.3527707705755847,2.0,0.05601835168037106,-86.0,-2.4087891222559557,-0.03554468200309202
22,P5,2,7,2,450.0,12.60412912808349,0.0,6164.135139426995,126.0,3.5291561558633773,125.0,3.5011469800231914,1.0,0.02800917584018553,-0.02013966700178571
23,P5,2,4,2,450.0,12.60412912808349,6169.468762229997,6169.451408438996,0.0,0.0,84.0,2.3527707705755847,-84.0,-2.3527707705755847,-1.3370136210069177
24,P5,2,5,1,-450.0,-12.60412912808349,6176.119150936,6176.235751284999,42.0,1.1763853852877924,-47.0,-1.31643126448872,-89.0,-2.492816649776512,0.14690409699687734
25,P5,2,6,2,450.0,12.60412912808349,0.0,6181.186300479996,84.0,2.3527707705755847,101.0,2.828926759858738,-17.0,-0.47615598928315406,-0.2523865850016591
