,participant,block,trial,direction,start_pos,start_pos_deg,t_start,t_end,stop_pos,stop_pos_deg,pos_pressed,pos_pressed_deg,error,error_deg,rt
0,P19,1,5,1,-450.0,-12.60412912808349,99.00780737999958,99.12434957400001,42.0,1.1763853852877924,47.0,1.31643126448872,5.0,0.14004587920092768,-0.8735709860002316
1,P19,1,3,1,-450.0,-12.60412912808349,0.0,105.29107618499984,-42.0,-1.1763853852877924,-62.0,-1.736568902091503,-20.0,-0.5601835168037107,-0.5067037030003121
2,P19,1,7,2,450.0,12.60412912808349,0.0,110.85816752499977,126.0,3.5291561558633773,120.0,3.361101100822264,6.0,0.1680550550411132,-0.9570908920004513
3,P19,1,4,1,-450.0,-12.60412912808349,117.22371556500002,117.20698538799934,0.0,0.0,9.0,0.25208258256166977,9.0,0.25208258256166977,-0.4739837630004331
4,P19,1,2,2,450.0,12.60412912808349,123.09071881499949,123.32360866199997,-84.0,-2.3527707705755847,-73.0,-2.044669836333544,-11.0,-0.3081009342420408,-0.9072327819994825
5,P19,1,6,2,450.0,12.60412912808349,0.0,129.40706591199978,84.0,2.3527707705755847,116.0,3.249064397461521,-32.0,-0.896293626885937,-0.2738068460002978
6,P19,1,1,1,-450.0,-12.60412912808349,0.0,134.7408288480001,-126.0,-3.5291561558633773,-148.0,-4.145358024347458,-22.0,-0.6162018684840816,-0.6567013579997365
7,P19,1,2,1,-450.0,-12.60412912808349,0.0,140.5575588339998,-84.0,-2.3527707705755847,-136.0,-3.8092479142652325,-52.0,-1.4564771436896478,-0.5734626729999945
8,P19,1,6,1,-450.0,-12.60412912808349,146.5238530939996,146.75725522799985,84.0,2.3527707705755847,-9.0,-0.25208258256166977,-93.0,-2.6048533531372544,-0.45734965999963606
9,P19,1,4,2,450.0,12.60412912808349,152.60732567099967,152.59101804799957,0.0,0.0,63.0,1.7645780779316886,-63.0,-1.7645780779316886,-0.29015194900057395
10,P19,1,3,2,450.0,12.60412912808349,158.2741756790001,158.39096082699962,-42.0,-1.1763853852877924,37.0,1.0363395060868645,-79.0,-2.212724891374657,-0.22383419500056334
11,P19,1,5,2,450.0,12.60412912808349,0.0,163.8909799969997,42.0,1.1763853852877924,110.0,3.0810093424204084,-68.0,-1.9046239571326162,-0.4903772220004612
12,P19,1,1,2,450.0,12.60412912808349,169.7744067220001,170.12439840499974,-126.0,-3.5291561558633773,-27.0,-0.7562477476850094,-99.0,-2.7729084081783677,-0.32356193299983715
13,P19,1,7,1,-450.0,-12.60412912808349,175.85787848899963,176.2074859179993,126.0,3.5291561558633773,-2.0,-0.05601835168037106,-128.0,-3.585174507543748,-0.2739390920005462
14,P19,2,3,1,-450.0,-12.60412912808349,0.0,228.10735158699936,-42.0,-1.1763853852877924,-105.0,-2.940963463219481,-63.0,-1.7645780779316886,-0.4744281340008456
15,P19,2,1,1,-450.0,-12.60412912808349,0.0,233.6406677469995,-126.0,-3.5291561558633773,-150.0,-4.201376376027829,-24.0,-0.6722202201644528,-0.440524240000741
16,P19,2,4,1,-450.0,-12.60412912808349,239.49142858100004,239.47368587099936,0.0,0.0,-77.0,-2.156706539694286,-77.0,-2.156706539694286,-0.4408933530003196
17,P19,2,5,1,-450.0,-12.60412912808349,245.3240392939997,245.44070388899945,42.0,1.1763853852877924,-59.0,-1.6525413745709465,-101.0,-2.828926759858738,-1.0579035020000447
18,P19,2,7,1,-450.0,-12.60412912808349,251.89041808299953,252.2407971799994,126.0,3.5291561558633773,15.0,0.420137637602783,-111.0,-3.1090185182605943,-0.45790893800040067
19,P19,2,6,2,450.0,12.60412912808349,0.0,257.8576481299997,84.0,2.3527707705755847,104.0,2.9129542873792955,-20.0,-0.5601835168037107,-0.007922208000309183
20,P19,2,7,2,450.0,12.60412912808349,0.0,262.9062061909999,126.0,3.5291561558633773,130.0,3.6411928592241187,-4.0,-0.11203670336074212,-0.2087394319996747
21,P19,2,4,2,450.0,12.60412912808349,268.50772660299936,268.4896203170001,0.0,0.0,69.0,1.9326331329728017,-69.0,-1.9326331329728017,-0.4089957400001367
22,P19,2,1,2,450.0,12.60412912808349,274.2911598569999,274.6411718059999,-126.0,-3.5291561558633773,3.0,0.0840275275205566,-129.0,-3.613183683383933,-0.40668556800028455
23,P19,2,6,1,-450.0,-12.60412912808349,280.456542633,280.6906001589996,84.0,2.3527707705755847,-13.0,-0.36411928592241194,-97.0,-2.7168900564979968,-0.8077361020004901
24,P19,2,2,1,-450.0,-12.60412912808349,0.0,286.67404711400013,-84.0,-2.3527707705755847,-142.0,-3.977302969306345,-58.0,-1.6245321987307606,-1.0410231420000855
25,P19,2,3,2,450.0,12.60412912808349,293.1410169179999,293.25679362199935,-42.0,-1.1763853852877924,32.0,0.896293626885937,-74.0,-2.072679012173729,-1.1405725520007763
26,P19,2,5,2,450.0,12.60412912808349,0.0,299.690131716,42.0,1.1763853852877924,111.0,3.1090185182605943,-69.0,-1.9326331329728017,-0.3912977829995725
27,P19,2,2,2,450.0,12.60412912808349,305.4911110969997,305.72328486599963,-84.0,-2.3527707705755847,46.0,1.2884220886485345,-130.0,-3.6411928592241187,-0.15747787600048468
28,P19,3,6,1,-450.0,-12.60412912808349,327.53950236699984,327.77305612999953,84.0,2.3527707705755847,-28.0,-0.7842569235251949,-112.0,-3.1370276941007798,-0.29149943600077677
29,P19,3,7,1,-450.0,-12.60412912808349,333.4733045789999,333.82363661599993,126.0,3.5291561558633773,-7.0,-0.19606423088129873,-133.0,-3.7252203867446756,-0.42391294699973514
30,P19,3,1,1,-450.0,-12.60412912808349,0.0,339.290172129,-126.0,-3.5291561558633773,-152.0,-4.2573947277082,-26.0,-0.7282385718448239,-0.5743174829995041
31,P19,3,3,2,450.0,12.60412912808349,345.2564951559998,345.3736515769997,-42.0,-1.1763853852877924,43.0,1.2043945611279778,-85.0,-2.38077994641577,-0.6572036460001982
32,P19,3,3,1,-450.0,-12.60412912808349,0.0,351.3068111779994,-42.0,-1.1763853852877924,-121.0,-3.3891102766624495,-79.0,-2.212724891374657,-0.5412861320000957
33,P19,3,1,2,450.0,12.60412912808349,357.240210123,357.5901814689996,-126.0,-3.5291561558633773,26.0,0.7282385718448239,-152.0,-4.2573947277082,-0.7744200470006035
34,P19,3,2,1,-450.0,-12.60412912808349,0.0,363.52312262099986,-84.0,-2.3527707705755847,-155.0,-4.341422255228757,-71.0,-1.9886514846531724,-0.8075146070004848
35,P19,3,2,2,450.0,12.60412912808349,369.7227455829998,369.95672518299943,-84.0,-2.3527707705755847,38.0,1.06434868192705,-122.0,-3.417119452502635,-0.323601723000138
36,P19,3,5,2,450.0,12.60412912808349,0.0,375.5570518579998,42.0,1.1763853852877924,120.0,3.361101100822264,-78.0,-2.1847157155344714,-0.3567476349999197
37,P19,3,7,2,450.0,12.60412912808349,0.0,380.97369768299995,126.0,3.5291561558633773,153.0,4.285403903548386,-27.0,-0.7562477476850094,-0.5069464170001083
38,P19,3,4,2,450.0,12.60412912808349,386.8909197849998,386.87386406899986,0.0,0.0,94.0,2.63286252897744,-94.0,-2.63286252897744,-0.09100693700020202
39,P19,3,5,1,-450.0,-12.60412912808349,392.37413822799954,392.4911606679998,42.0,1.1763853852877924,-35.0,-0.9803211544064936,-77.0,-2.156706539694286,0.01008967199959443
40,P19,3,6,2,450.0,12.60412912808349,0.0,397.65722224399997,84.0,2.3527707705755847,130.0,3.6411928592241187,-46.0,-1.2884220886485345,-0.5392131520002295
