,participant,block,trial,direction,start_pos,start_pos_deg,t_start,t_end,stop_pos,stop_pos_deg,pos_pressed,pos_pressed_deg,error,error_deg,rt
0,P18,1,2,1,-450.0,-12.60412912808349,0.0,130.3963911339997,-84.0,-2.3527707705755847,-66.0,-1.8486056054522453,18.0,0.5041651651233395,-1.5198721590004425
1,P18,1,6,2,450.0,12.60412912808349,0.0,136.96341197199945,84.0,2.3527707705755847,110.0,3.0810093424204084,-26.0,-0.7282385718448239,-0.9693928209999285
2,P18,1,1,1,-450.0,-12.60412912808349,0.0,142.8636279580005,-126.0,-3.5291561558633773,-154.0,-4.313413079388572,-28.0,-0.7842569235251949,-1.2362065220004297
3,P18,1,3,1,-450.0,-12.60412912808349,0.0,149.26392129099986,-42.0,-1.1763853852877924,-68.0,-1.9046239571326162,-26.0,-0.7282385718448239,-0.8697947590007971
4,P18,1,4,2,450.0,12.60412912808349,155.41439492999962,155.39763505100018,0.0,0.0,40.0,1.1203670336074214,-40.0,-1.1203670336074214,-0.8031550039995636
5,P18,1,4,1,-450.0,-12.60412912808349,161.48074232599902,161.46416163699905,0.0,0.0,-62.0,-1.736568902091503,-62.0,-1.736568902091503,-0.985553605001769
6,P18,1,6,1,-450.0,-12.60412912808349,167.73014439899998,167.96369126600075,84.0,2.3527707705755847,49.0,1.3724496161690911,-35.0,-0.9803211544064936,-1.0528159079985926
7,P18,1,3,2,450.0,12.60412912808349,174.29698001900033,174.41375952700037,-42.0,-1.1763853852877924,-22.0,-0.6162018684840816,-20.0,-0.5601835168037107,-1.5200195659999736
8,P18,1,5,1,-450.0,-12.60412912808349,181.21376379399953,181.33034608699927,42.0,1.1763853852877924,-23.0,-0.6442110443242672,-65.0,-1.8205964296120594,-1.2696433320015785
9,P18,1,7,1,-450.0,-12.60412912808349,187.88059982899904,188.23067598600028,126.0,3.5291561558633773,73.0,2.044669836333544,-53.0,-1.4844863195298332,-0.31968424700062315
10,P18,1,7,2,450.0,12.60412912808349,0.0,193.46422366300067,126.0,3.5291561558633773,110.0,3.0810093424204084,16.0,0.4481468134429685,-0.8029635139992024
11,P18,1,1,2,450.0,12.60412912808349,199.53075015799914,199.88101898099922,-126.0,-3.5291561558633773,-128.0,-3.585174507543748,2.0,0.05601835168037106,-0.5029091660017002
12,P18,1,5,2,450.0,12.60412912808349,0.0,205.53092332400047,42.0,1.1763853852877924,83.0,2.3247615947353992,-41.0,-1.1483762094476069,-0.2198515629988833
13,P18,1,2,2,450.0,12.60412912808349,211.0146322290002,211.24766392899983,-84.0,-2.3527707705755847,-95.0,-2.660871704817626,11.0,0.3081009342420408,-0.31989623899971775
14,P18,2,6,2,450.0,12.60412912808349,0.0,232.94791387700025,84.0,2.3527707705755847,132.0,3.6972112109044906,-48.0,-1.3444404403289056,-0.5201274159990135
15,P18,2,1,1,-450.0,-12.60412912808349,0.0,238.39826550500038,-126.0,-3.5291561558633773,-149.0,-4.173367200187644,-23.0,-0.6442110443242672,-0.11929444599991257
16,P18,2,2,2,450.0,12.60412912808349,243.79857489799906,244.03217838899945,-84.0,-2.3527707705755847,-99.0,-2.7729084081783677,15.0,0.420137637602783,-0.4357584710014635
17,P18,2,4,1,-450.0,-12.60412912808349,249.7487422769991,249.73216171000058,0.0,0.0,-10.0,-0.28009175840185535,-10.0,-0.28009175840185535,-0.6527641369993944
18,P18,2,6,1,-450.0,-12.60412912808349,255.6661888990002,255.89930792199993,84.0,2.3527707705755847,66.0,1.8486056054522453,-18.0,-0.5041651651233395,-0.5026188819992967
19,P18,2,1,2,450.0,12.60412912808349,261.6827651709991,262.0327282319995,-126.0,-3.5291561558633773,-91.0,-2.5488350014568835,-35.0,-0.9803211544064936,-0.6686395490014547
20,P18,2,7,1,-450.0,-12.60412912808349,267.98214659599944,268.3319928660003,126.0,3.5291561558633773,151.0,4.229385551868015,25.0,0.7002293960046383,-0.4527396960002079
21,P18,2,3,1,-450.0,-12.60412912808349,0.0,273.94851375100006,-42.0,-1.1763853852877924,-74.0,-2.072679012173729,-32.0,-0.896293626885937,-0.26979100899916375
22,P18,2,5,1,-450.0,-12.60412912808349,279.49881299200024,279.6155640050001,42.0,1.1763853852877924,25.0,0.7002293960046383,-17.0,-0.47615598928315406,-0.5199905680001393
23,P18,2,4,2,450.0,12.60412912808349,285.41564754299907,285.3990773459991,0.0,0.0,60.0,1.680550550411132,-60.0,-1.680550550411132,-0.18633104800028377
24,P18,2,2,1,-450.0,-12.60412912808349,0.0,290.6324400960002,-84.0,-2.3527707705755847,-126.0,-3.5291561558633773,-42.0,-1.1763853852877924,-0.31939638199946785
25,P18,2,3,2,450.0,12.60412912808349,296.2159687780004,296.33227330800037,-42.0,-1.1763853852877924,22.0,0.6162018684840816,-64.0,-1.792587253771874,-0.18728602999908617
26,P18,2,7,2,450.0,12.60412912808349,0.0,301.44928706599967,126.0,3.5291561558633773,137.0,3.8372570901054184,-11.0,-0.3081009342420408,-0.2867534440010786
27,P18,2,5,2,450.0,12.60412912808349,0.0,306.8825658650003,42.0,1.1763853852877924,84.0,2.3527707705755847,-42.0,-1.1763853852877924,-0.36986018599964154
28,P18,3,3,2,450.0,12.60412912808349,328.34947023399945,328.4664833679999,-42.0,-1.1763853852877924,-11.0,-0.3081009342420408,-31.0,-0.8682844510457515,-0.3035357640001166
29,P18,3,4,2,450.0,12.60412912808349,334.04990417299996,334.0330994020005,0.0,0.0,49.0,1.3724496161690911,-49.0,-1.3724496161690911,-0.669394630998795
30,P18,3,6,1,-450.0,-12.60412912808349,339.98314505599956,340.21634204099973,84.0,2.3527707705755847,106.0,2.9689726390596665,22.0,0.6162018684840816,-0.3695945590006886
31,P18,3,5,1,-450.0,-12.60412912808349,345.86698805500055,345.9835874019991,42.0,1.1763853852877924,29.0,0.8122660993653803,-13.0,-0.36411928592241194,-0.4194655490009609
32,P18,3,3,1,-450.0,-12.60412912808349,0.0,351.56726332499966,-42.0,-1.1763853852877924,-56.0,-1.5685138470503899,-14.0,-0.39212846176259747,-0.6024069699997199
33,P18,3,1,1,-450.0,-12.60412912808349,0.0,357.1009145429998,-126.0,-3.5291561558633773,-127.0,-3.5571653317035623,-1.0,-0.02800917584018553,-0.1695628649995342
34,P18,3,5,2,450.0,12.60412912808349,0.0,362.43450521900013,42.0,1.1763853852877924,93.0,2.6048533531372544,-51.0,-1.4284679678494618,-0.2195027100005973
35,P18,3,7,1,-450.0,-12.60412912808349,367.93434831500053,368.2845028089996,126.0,3.5291561558633773,144.0,4.033321320986716,18.0,0.5041651651233395,-0.08519839700056764
36,P18,3,4,1,-450.0,-12.60412912808349,373.6503136249994,373.63355394000064,0.0,0.0,-14.0,-0.39212846176259747,-14.0,-0.39212846176259747,-1.0034664529994188
37,P18,3,2,1,-450.0,-12.60412912808349,0.0,379.68353429499984,-84.0,-2.3527707705755847,-142.0,-3.977302969306345,-58.0,-1.6245321987307606,-0.5529239999996207
