,participant,block,trial,direction,start_pos,start_pos_deg,t_start,t_end,stop_pos,stop_pos_deg,pos_pressed,pos_pressed_deg,error,error_deg,rt
0,P6,1,4,2,450.0,12.60412912808349,77.8121627849905,77.79623073298717,0.0,0.0,36.0,1.008330330246679,-36.0,-1.008330330246679,-0.7332116610195953
1,P6,1,4,1,-450.0,-12.60412912808349,83.8462093329872,83.82918024699029,0.0,0.0,-61.0,-1.7085597262513175,-61.0,-1.7085597262513175,-1.1326752880122513
2,P6,1,5,2,450.0,12.60412912808349,0.0,90.14618546099518,42.0,1.1763853852877924,-5.0,-0.14004587920092768,47.0,1.31643126448872,-0.43233076500473544
3,P6,1,5,1,-450.0,-12.60412912808349,95.87908967299154,95.99585672198737,42.0,1.1763853852877924,-31.0,-0.8682844510457515,-73.0,-2.044669836333544,-1.2998328060202766
4,P6,1,6,1,-450.0,-12.60412912808349,102.59619061599369,102.82943334399897,84.0,2.3527707705755847,36.0,1.008330330246679,-48.0,-1.3444404403289056,-0.515497244996368
5,P6,1,2,1,-450.0,-12.60412912808349,0.0,108.41251350200037,-84.0,-2.3527707705755847,-116.0,-3.249064397461521,-32.0,-0.896293626885937,-0.4490298330056248
6,P6,1,3,2,450.0,12.60412912808349,114.16257247599424,114.27927410398843,-42.0,-1.1763853852877924,-21.0,-0.5881926926438962,-21.0,-0.5881926926438962,-0.766403245012043
7,P6,1,7,1,-450.0,-12.60412912808349,120.34632212099677,120.6967260419915,126.0,3.5291561558633773,7.0,0.19606423088129873,-119.0,-3.3330919249820785,-0.23280634300317615
8,P6,1,3,1,-450.0,-12.60412912808349,0.0,126.12986972699582,-42.0,-1.1763853852877924,-75.0,-2.1006881880139145,-33.0,-0.9243028027261226,-0.499814533002791
9,P6,1,2,2,450.0,12.60412912808349,131.94559368900082,132.1790660330007,-84.0,-2.3527707705755847,40.0,1.1203670336074214,-124.0,-3.473137804183006,-0.2835598480014596
10,P6,1,7,2,450.0,12.60412912808349,0.0,137.4459797939926,126.0,3.5291561558633773,111.0,3.1090185182605943,15.0,0.420137637602783,0.000339556994731538
11,P6,1,1,1,-450.0,-12.60412912808349,0.0,142.4114394759963,-126.0,-3.5291561558633773,-136.0,-3.8092479142652325,-10.0,-0.28009175840185535,-0.5667359930084785
12,P6,1,1,2,450.0,12.60412912808349,148.29624658598914,148.64618062699446,-126.0,-3.5291561558633773,42.0,1.1763853852877924,-168.0,-4.705541541151169,-0.8987134540075203
13,P6,1,6,2,450.0,12.60412912808349,0.0,154.62910868199833,84.0,2.3527707705755847,101.0,2.828926759858738,-17.0,-0.47615598928315406,-0.7994582429964794
14,P6,2,2,1,-450.0,-12.60412912808349,0.0,206.64574705899577,-84.0,-2.3527707705755847,-97.0,-2.7168900564979968,-13.0,-0.36411928592241194,-0.7670185970055172
15,P6,2,2,2,450.0,12.60412912808349,212.71274872799404,212.9466195319983,-84.0,-2.3527707705755847,26.0,0.7282385718448239,-110.0,-3.0810093424204084,-0.11614252600702457
16,P6,2,6,1,-450.0,-12.60412912808349,218.36330708599417,218.5969286109903,84.0,2.3527707705755847,-28.0,-0.7842569235251949,-112.0,-3.1370276941007798,-0.6312174940103432
17,P6,2,1,1,-450.0,-12.60412912808349,0.0,224.17958899999212,-126.0,-3.5291561558633773,-121.0,-3.3891102766624495,5.0,0.14004587920092768,-0.6320601370098302
18,P6,2,5,1,-450.0,-12.60412912808349,230.1292953289958,230.24580667099508,42.0,1.1763853852877924,-53.0,-1.4844863195298332,-95.0,-2.660871704817626,-0.2663288100011414
19,P6,2,4,2,450.0,12.60412912808349,235.82917808899947,235.81207388499752,0.0,0.0,23.0,0.6442110443242672,-23.0,-0.6442110443242672,-0.4503161010070471
20,P6,2,7,2,450.0,12.60412912808349,0.0,241.2292172419984,126.0,3.5291561558633773,127.0,3.5571653317035623,-1.0,-0.02800917584018553,-0.015277630998753011
21,P6,2,6,2,450.0,12.60412912808349,0.0,246.3286254729901,84.0,2.3527707705755847,110.0,3.0810093424204084,-26.0,-0.7282385718448239,-0.23253748600836843
22,P6,2,1,2,450.0,12.60412912808349,251.87842507299501,252.2293505629932,-126.0,-3.5291561558633773,17.0,0.47615598928315406,-143.0,-4.005312145146531,-0.5332776340073906
23,P6,2,5,2,450.0,12.60412912808349,0.0,257.962110294,42.0,1.1763853852877924,91.0,2.5488350014568835,-49.0,-1.3724496161690911,-0.05038318100559991
24,P6,2,7,1,-450.0,-12.60412912808349,263.32856303299195,263.6794389669958,126.0,3.5291561558633773,-38.0,-1.06434868192705,-164.0,-4.5935048377904275,-0.315937303006649
